enterpriseId,enterpriseName,gongyingshangId,gongyingshangName
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,bffd38199284bcb6d1f6404c66bac6ad,浙江国检检测技术股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,d85be45b3f1592bc27b275e0c97f24b5,成都合拓商贸有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,d93eae7dea083c1ad0c303fb191d1102,杭州全盛机电科技有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,d97d5742e04606cc14995ff984c4c825,定西高强度紧固件股份有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,e138956096c3966752bbcb9d1634ceef,重庆标准件工业有限责任公司重庆高强度标准件厂分公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,e4633a1c781aedcca702c1f5bf94a1a4,宁波海铑机电设备有限公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电股份有限公司,f4e6d722a78992c1cdf5bc8013f6112b,东方电气集团大件物流有限公司德阳分公司
01e67263ac7c906f4c418bcc00e2a6bb,东方电气风电有限公司,f74f8aea82e252286df7667ada7b4c44,库珀新能源股份有限公司
01e726c08f13d669c939467a62bac218,宁夏电投热力有限公司,462e2ef93d882b49ffe0e49cec04cef0,河北圣天管件集团有限公司
01f2510a8831b78dfa9e370530115f40,广州市电力工程有限公司,e72d8e33929afec67b354385273f6056,广州智光用电服务有限公司
01f9acd98256ea4ef1b0c68115f3b178,北京燕山电子设备厂,938930695b9571c122eb7b9d900b2823,北京中超伟业信息安全技术股份有限公司
0204d597e72a823c1ea547b50a37d7cd,邯郸市铂宏贸易有限公司,131aa75c150668435029e8621a580523,上海钢联电子商务股份有限公司
0207a4b594d067952dd01e94d8c3bddb,辽宁大唐国际锦州热电有限责任公司,dcee94d86b41fa976b38115f02db63ad,北京康斯特仪表科技股份有限公司
020bf6b63b913ccad0510fe402c8c7f1,铜山华润电力有限公司,eac85144470571ed658a250ade916f1e,世伟洛克（上海）流体系统科技有限公司
