供应商,客户
中核武汉核电运行技术股份有限公司,江苏核电有限公司
上海海合实业有限公司,江苏核电有限公司
用友能源科技有限公司,中核北方核燃料元件有限公司
杭州谱育科技发展有限公司,中核北方核燃料元件有限公司
浙江宏伟供应链集团股份有限公司,中核北方核燃料元件有限公司
沈阳远大压缩机有限公司,中核龙原科技有限公司
江苏华洋新思路能源装备股份有限公司,中核龙原科技有限公司
江苏龙腾门业有限公司,中核龙原科技有限公司
江苏神通阀门股份有限公司,中核龙原科技有限公司
中电万维信息技术有限责任公司,中核四0四有限公司
北京北大方正电子有限公司,中核四0四有限公司
卡迪诺科技(北京)有限公司,中核四0四有限公司
核建高温堆控股有限公司,秦山第三核电有限公司
上海泉润机电设备有限公司,秦山第三核电有限公司
中国核工业二四建设有限公司,秦山第三核电有限公司
上海三莱适贸易有限公司,秦山第三核电有限公司
浙江恒通安装工程有限公司,核电秦山联营有限公司
上海海业机电设备有限公司,核电秦山联营有限公司
浙江涵普电力科技有限公司,核电秦山联营有限公司
上海乾时新能源科技有限公司,核电秦山联营有限公司
卡斯柯信号有限公司,内蒙古集通铁路（集团）有限责任公司
河北云汉科技有限公司,内蒙古集通铁路（集团）有限责任公司
呼和浩特市天锐电子技术有限责任公司,内蒙古集通铁路（集团）有限责任公司
巴林右旗方园铁艺用品加工部,内蒙古集通铁路（集团）有限责任公司
北京数银英才咨询服务有限公司,国网综合能源服务集团有限公司
山东鲁能控制工程有限公司,国网综合能源服务集团有限公司
北京木联能软件股份有限公司,国网综合能源服务集团有限公司
公主岭市盛源工程机械设备租赁有限公司,国网综合能源服务集团有限公司
扬州曙光电缆股份有限公司,中广核工程有限公司
东方电气集团东方锅炉股份有限公司,中广核工程有限公司
华荣科技股份有限公司,中广核工程有限公司
北京木联能软件股份有限公司,中广核工程有限公司
常州瑞曦生物科技有限公司,中国核动力研究设计院
湖南镭目科技有限公司,中国核动力研究设计院
北京景行锐创软件有限公司,中国核动力研究设计院
中规(北京)认证有限公司,海南核电有限公司
湖南崇德科技股份有限公司,海南核电有限公司
中核武汉核电运行技术股份有限公司,海南核电有限公司
中国电信股份有限公司海南分公司,海南核电有限公司
宜宾建中实业有限公司,中核建中核燃料元件有限公司
北京易恒盈通科技有限公司,中核建中核燃料元件有限公司
北京中核北研防水装饰工程有限公司,中核建中核燃料元件有限公司
宜宾建中兴业工贸有限公司,中核建中核燃料元件有限公司
嘉兴中广核电技术服务有限公司,秦山核电有限公司
常州中意能源科技有限公司,秦山核电有限公司
陕西卫峰核电子有限公司,秦山核电有限公司
杭州那塔尼科技有限公司,秦山核电有限公司
南京灿能电力自动化股份有限公司,国网北京市电力公司
北京首钢自动化信息技术有限公司,国网北京市电力公司
北京龙源开关设备有限责任公司,国网北京市电力公司
北京京电电网维护集团有限公司,国网北京市电力公司
浙江昌隆石化设备有限公司,中海油东方石化有限责任公司
洛阳能源密封件有限公司,中海油东方石化有限责任公司
无锡市华尔泰机械制造有限公司,中海油东方石化有限责任公司
惠州市泰达商贸有限公司,中海油东方石化有限责任公司
海宁弘远文化传媒有限公司,福建福清核电有限公司
中国能源建设集团沈阳电力机械总厂有限公司,福建福清核电有限公司
东方电气自动控制工程有限公司,福建福清核电有限公司
福州中亿电力科技有限公司,福建福清核电有限公司
深圳昊汉科技有限公司,中国核工业集团有限公司
深圳市联软科技股份有限公司,江苏核电有限公司
苏州道森钻采设备股份有限公司,江苏核电有限公司
北京瑞康佰纳机电设备有限公司,江苏核电有限公司
江苏省兴安科技发展有限公司,江苏核电有限公司
上海华夏化工材料有限公司,中核北方核燃料元件有限公司
福州鸿晶化工科技有限公司,中核北方核燃料元件有限公司
北京兰卡宏图图文设计有限公司,中核北方核燃料元件有限公司
上海一核阀门股份有限公司,中核龙原科技有限公司
南通昆仑空调有限公司,中核龙原科技有限公司
中电电气(江苏)变压器制造有限公司,中核龙原科技有限公司
嘉峪关中石油昆仑燃气有限公司,中核四0四有限公司
中国能源建设集团甘肃省电力设计院有限公司,中核四0四有限公司
嘉峪关超靖商贸有限公司,中核四0四有限公司
大连中核科技开发有限公司,中核四0四有限公司
宁波天生密封件有限公司,秦山第三核电有限公司
青岛海博电力电子有限公司,秦山第三核电有限公司
南京华天科技发展股份有限公司,秦山第三核电有限公司
浙江佳乐科仪股份有限公司,秦山第三核电有限公司
中国核电工程有限公司,核电秦山联营有限公司
镇江华东电力设备制造厂有限公司,核电秦山联营有限公司
凯澄起重机械有限公司,核电秦山联营有限公司
无锡市舜柯石化通用件有限公司,核电秦山联营有限公司
呼和浩特市佳彤文化传播有限责任公司,内蒙古集通铁路（集团）有限责任公司
凯建建筑安装工程有限公司,内蒙古集通铁路（集团）有限责任公司
锡林郭勒盟神码科技有限责任公司,内蒙古集通铁路（集团）有限责任公司
赤峰瑞诚建筑装饰工程有限公司,内蒙古集通铁路（集团）有限责任公司
北京中创碳投科技有限公司,国网综合能源服务集团有限公司
北京中电飞华通信有限公司,国网综合能源服务集团有限公司
吉林省北尔特机电科技有限公司,国网综合能源服务集团有限公司
神华联合建设有限公司,国网综合能源服务集团有限公司
广州白云电器设备股份有限公司,中广核工程有限公司
国电南京自动化股份有限公司,中广核工程有限公司
烟台金润核电材料股份有限公司,中广核工程有限公司
中润昌弘建工集团有限公司,中广核工程有限公司
航空工业(新乡)计测科技有限公司,中国大唐集团科学技术研究院有限公司火力发电技术研究院
成都奥瑞林科技有限公司,中国核动力研究设计院
四川良工阀门销售有限公司,中国核动力研究设计院
中国核工业中原建设有限公司,中国核动力研究设计院
湖南汉华京电清洁能源科技有限公司,中国核电工程有限公司
辛普系统技术服务(北京)有限公司,海南核电有限公司
北京核讯科技有限公司,海南核电有限公司
江苏核电有限公司,海南核电有限公司
西安中核核仪器有限公司,中核建中核燃料元件有限公司
重庆闰多精密机械有限公司,中核建中核燃料元件有限公司
上海高泰精密管材股份有限公司,中核建中核燃料元件有限公司
自贡中川化工科技有限公司,中核建中核燃料元件有限公司
上海电气凯士比核电泵阀有限公司,秦山核电有限公司
威昇(上海)气体设备有限公司,秦山核电有限公司
浙江纵锐科技有限公司,秦山核电有限公司
北京核讯科技有限公司,秦山核电有限公司
北京恒华龙信数据科技有限公司,国网北京市电力公司
北京科东电力控制系统有限责任公司,国网北京市电力公司
国网电力科学研究院有限公司,国网北京市电力公司
天津晟达通盛机电设备有限公司,中海油东方石化有限责任公司
四川伯恩科技有限公司,中海油东方石化有限责任公司
浙江强盛压缩机制造有限公司,中海油东方石化有限责任公司
上海永慰自动化工程有限公司,中海油东方石化有限责任公司
西安热工研究院有限公司,福建福清核电有限公司
福建省兴盛火迪消防工程集团有限公司,福建福清核电有限公司
江苏神通阀门股份有限公司,福建福清核电有限公司
上海阿波罗机械股份有限公司,福建福清核电有限公司
